,AKDCM1 Index,AKDCM2 Index,AKDCM3 Index,AKDCM4 Index,AKDCM5 Index,AKDCM6 Index,CL1 Comdty,CL2 Comdty,CL3 Comdty,CL4 Comdty,CL5 Comdty,CL6 Comdty,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,CO5 Comdty,CO6 Comdty,DJISM1 Index,DJISM2 Index,DJISM3 Index,DJISM4 Index,DJISM5 Index,DJISM6 Index,FEJSM1 Index,FEJSM2 Index,FEJSM3 Index,FEJSM4 Index,FEJSM5 Index,FEJSM6 Index,FGJSM1 Index,FGJSM2 Index,FGJSM3 Index,FGJSM4 Index,FGJSM5 Index,FGJSM6 Index,FJMNM1 Index,FJMNM2 Index,FJMNM3 Index,FJMNM4 Index,FJMNM5 Index,FJMNM6 Index,FJSBM1 Index,FJSBM2 Index,FJSBM3 Index,FJSBM4 Index,FJSBM5 Index,FJSBM6 Index,FLJSM1 Index,FLJSM2 Index,FLJSM3 Index,FLJSM4 Index,FLJSM5 Index,FLJSM6 Index,FNJSM1 Index,FNJSM2 Index,FNJSM3 Index,FNJSM4 Index,FNJSM5 Index,FNJSM6 Index,FSEJM1 Index,FSEJM2 Index,FSEJM3 Index,FSEJM4 Index,FSEJM5 Index,FSEJM6 Index,FSGJM1 Index,FSGJM2 Index,FSGJM3 Index,FSGJM4 Index,FSGJM5 Index,FSGJM6 Index,FSLJM1 Index,FSLJM2 Index,FSLJM3 Index,FSLJM4 Index,FSLJM5 Index,FSLJM6 Index,FSNJM1 Index,FSNJM2 Index,FSNJM3 Index,FSNJM4 Index,FSNJM5 Index,FSNJM6 Index,FSSKM1 Index,FSSKM2 Index,FSSKM3 Index,FSSKM4 Index,FSSKM5 Index,FSSKM6 Index,FSWJM1 Index,FSWJM2 Index,FSWJM3 Index,FSWJM4 Index,FSWJM5 Index,FSWJM6 Index,FWJSM1 Index,FWJSM2 Index,FWJSM3 Index,FWJSM4 Index,FWJSM5 Index,FWJSM6 Index,HO1 Comdty,HO2 Comdty,HO3 Comdty,HO4 Comdty,HO5 Comdty,HO6 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,QS5 Comdty,QS6 Comdty,REJSM1 Index,REJSM2 Index,REJSM3 Index,REJSM4 Index,REJSM5 Index,REJSM6 Index,RSQSM1 Index,RSQSM2 Index,RSQSM3 Index,RSQSM4 Index,RSQSM5 Index,RSQSM6 Index
6/10/2016,,,,,,,50.18,50.77,51.25,51.63,51.99,52.26,51.4,51.85,52.16,52.43,52.76,53,,,,,,,9.31,11.08,12.58,14.47,14.47,14.47,-12.5,-11.25,-9.85,-12.1,-12.5,-13,,,,,,,,,,,,,-4.1,-3.5,-4,-3.7,-3,-3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.29,467.37,471.85,476.97,481.68,483.66,485.95,141.9,144.26,146.88,145.99,146.79,147.49,150.3,152.01,152.73,154.39,156.29,157.49,152.9,154.01,155.23,156.59,157.79,159.2,59.86,60.19,60.62,61.06,61.48,61.75,483.39,487.88,492.99,497.7,499.68,501.97,25.33,27.1,28.6,30.49,30.5,30.49,153.65,154.36,155.47,156.69,158.06,159.29,456.95,455.75,458.05,461.15,464.85,467.15,18.24,22.91,27.32,29.59,28.01,26.11,476.3,483.69,491.71,496.8,497.2,497.59
6/17/2016,,,,,,,47.91,48.48,48.98,49.41,49.83,50.18,49.1,49.64,49.99,50.31,50.7,50.99,,,,,,,9.43,11.36,12.66,14.49,14.49,14.49,-11.95,-11.3,-10.5,-12.5,-13,-13.5,,,,,,,,,,,,,-2.7,-3.05,-4,-4,-3,-3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.29,447.92,453.03,458.29,463.19,465.4,467.97,136.18,138.11,140.34,139.86,140.71,141.61,145.43,146.36,146.84,148.36,150.71,152.11,146.63,147.91,149.34,150.86,152.21,153.82,57.87,58.19,58.64,59.07,59.5,59.83,463.8,468.91,474.18,479.08,481.29,483.86,25.32,27.24,28.55,30.38,30.38,30.38,147.98,148.71,150.01,151.41,152.9,154.22,438.65,441.35,444.75,448.75,451.3,453.25,18.23,23.05,27.27,29.47,27.9,26,456.71,464.72,472.89,478.17,478.81,479.47
6/24/2016,,,,,,,49.02,49.73,50.26,50.72,51.15,51.49,50.09,50.76,51.17,51.5,51.92,52.25,,,,,,,9.65,10.97,11.85,14.25,14.25,14.25,-11.65,-11.3,-10.75,-12.4,-13,-13.5,,,,,,,,,,,,,-2.6,-3.5,-4,-3.9,-3,-3,-1.5,-1.5,-1.5,-1.5,-1.5,-1.29,458.15,462.74,467.72,473.31,475.64,478.3,139.97,141.81,143.88,143.73,144.48,145.39,149.02,149.61,150.63,152.23,154.48,155.89,150.12,151.61,153.13,154.63,155.98,157.6,58.64,59.05,59.54,60.03,60.51,60.94,473.7,478.29,483.27,488.86,491.19,493.85,25.2,26.53,27.4,29.8,29.8,29.8,150.5,151.54,153.05,154.59,156.11,157.46,445.55,448.45,451.9,455.95,458.5,460.65,37.11,31.84,26.12,28.9,27.32,25.42,485.61,483.6,481.99,487.96,488.71,489.47
7/1/2016,,,,,,,48.28,48.97,49.54,50.09,50.57,50.97,49.28,49.79,50.26,50.68,51.17,51.56,,,,,,,10.62,11.36,12.61,14,14,14.86,-10.4,-10.6,-11.2,-12.3,-13.2,-12.9,,,,,,,,,,,,,-2.4,-4.15,-4.55,-3.7,-3,-6.02,-1.5,-1.5,-1.5,-1.5,-1.41,-1.17,452.02,457.08,462.29,467.31,469.94,473.44,140.14,141.67,142.7,143.16,143.7,145.31,148.14,148.12,149.35,151.76,153.9,152.18,149.04,150.77,152.4,153.96,155.49,157.04,57.38,57.84,58.38,58.91,59.42,59.93,467.61,472.67,477.88,482.91,485.54,489.03,25.98,26.86,27.79,29.59,29.59,30.05,148.6,149.83,151.58,153.26,154.85,156.28,435.25,439.15,443.45,447.8,450.55,452.95,37.91,32.23,26.58,28.37,26.73,25.75,479.54,478.03,476.67,481.69,482.67,484.73
7/8/2016,,,,,,,46.15,46.85,47.47,48.07,48.64,49.12,48,48.61,49.07,49.68,50.18,50.6,,,,,,,12.58,12.74,14.68,14.58,14.58,16.84,-11,-11,-12.3,-13.5,-14,-12.45,,,,,,,,,,,,,-3.75,-4.95,-4.6,-3.4,-3.4,-10.56,-1.5,-1.5,-1.5,-1.5,-1.29,-0.99,443.35,449.23,455.27,458.46,462.23,468.59,136.18,138.17,138.83,139.47,140.77,143.65,143.43,144.22,146.53,149.57,151.37,145.54,145.68,147.67,149.63,151.47,153.48,155.11,56.9,57.48,58.05,58.59,59.12,59.52,458.77,464.58,470.49,473.78,477.65,483.93,27.99,28.08,29.9,29.89,30,32.18,143.49,145.79,147.85,149.85,151.75,153.6,419.25,425.35,431.2,436.7,440.4,443.7,40.02,33.65,29,27.41,25.61,28.23,470.8,470.14,469.59,471.29,473.27,479.98
7/15/2016,,,,,,,45.59,46.32,46.96,47.65,48.32,48.88,47.19,47.76,48.28,48.9,49.42,49.86,,,,,,,13.02,12.55,13.16,14.16,14.16,16.66,-13.1,-13.4,-14.5,-15,-15.5,-14.35,,,,,,,,,,,,,-4.25,-6.1,-6.8,-6.8,-6.8,-10.56,-1.5,-1.5,-1.5,-1.5,-1.29,-0.99,431.12,437.16,442.38,447.16,451.27,458.16,130.56,132.57,133.67,135.13,136.52,139.04,139.41,139.87,141.37,143.33,145.22,142.83,142.16,144.47,146.67,148.63,150.74,152.4,55.3,55.9,56.5,57.09,57.64,58.24,446,452.05,457.27,462.04,466.16,473.05,27.91,27.43,28.05,29.04,29.04,31.55,141.28,143.64,145.98,148.19,150.16,152.08,408.95,417.85,424.15,429.05,432.75,436.95,39.94,33,27.15,26.55,24.66,27.59,458.04,457.65,456.41,459.64,461.87,469.19
7/22/2016,,,,,,,44.75,45.49,46.18,46.89,47.55,48.11,46.54,47,47.4,47.95,48.44,48.9,,,,,,,13.74,12.82,13.36,14.15,14.15,16.79,-14.15,-14.3,-14.95,-15.7,-16.4,-15.3,,,,,,,,,,,,,-5.8,-6.5,-7,-7,-7,-10.56,-1.5,-1.5,-1.5,-1.5,-1.29,-0.99,423.22,428.48,433.42,437.96,442.09,449.02,126.55,128.79,130.31,131.51,132.75,135.12,134.9,136.59,138.26,140.21,142.15,139.86,139.2,141.59,143.76,145.71,147.87,149.43,54.22,54.79,55.39,55.97,56.52,57.1,437.62,442.88,447.82,452.35,456.49,463.41,28.14,27.22,27.75,28.54,28.54,31.18,137.9,140.5,142.93,145.13,147.1,149.06,405.45,411.45,417.6,421.35,425.05,429.7,40.17,32.78,26.85,26.06,24.16,27.23,449.65,448.44,446.91,449.86,452.1,459.45
7/29/2016,,,,,,,42.14,42.87,43.61,44.33,44.98,45.52,43.64,44.21,44.61,45.18,45.67,46.14,,,,,,,12.99,12.67,13.12,13.86,14.51,17.12,-14.65,-14.95,-15.5,-16,-16.15,-15.25,,,,,,,,,,,,,-6.75,-6.6,-7,-7,-7.71,-10.56,-1.5,-1.5,-1.5,-1.46,-1.23,-0.97,395.49,402.05,407.69,413.01,417.69,425.71,118.29,120.44,121.98,123.4,125.07,127.14,126.19,128.79,130.48,132.4,133.51,131.83,131.44,133.89,135.98,137.94,140,141.42,51.07,51.7,52.35,52.95,53.56,54.16,409.54,416.1,421.74,427.06,431.75,439.76,27.15,26.71,27.02,27.91,27.91,31.17,129.8,132.65,135.16,137.32,139.24,141.19,380.35,386.55,393.65,398.2,402.45,407.5,39.18,32.28,26.12,25.42,23.53,27.22,421.58,421.67,420.84,424.57,427.36,435.8
8/5/2016,,,,,,,40.83,41.6,42.39,43.15,43.81,44.36,43.12,43.51,44.06,44.53,44.99,45.43,,,,,,,12.32,12.52,13.46,13.41,16.38,16.38,-13.45,-14.25,-14.85,-15.35,-14.7,-14.2,,,,,,,,,,,,,-7,-7,-7,-7,-10.56,-10.56,-1.5,-1.5,-1.5,-1.29,-0.99,-0.89,391.51,397.18,402.63,407.33,415.01,419.1,118.09,119.37,120.62,122.06,123.99,125.07,124.54,126.62,128.47,130.41,128.13,128.71,130.04,132.12,133.97,136.13,137.7,138.37,50.08,50.76,51.37,51.93,52.48,52.99,405.51,411.17,416.63,421.33,429.01,433.09,26.31,26.51,27.45,27.4,30.37,30.37,128.95,131.26,133.36,135.21,137.15,138.44,363.45,369.85,377.45,382.05,386.45,391.5,37.82,31.02,24.97,23.02,26.42,24.21,417.01,415.68,414.14,416.94,425.05,426.93
8/12/2016,,,,,,,43.1,43.83,44.58,45.29,45.93,46.44,45.49,45.83,46.32,46.76,47.18,47.57,,,,,,,10.62,11.63,12.62,12.66,15.74,15.74,-12.25,-13.65,-14.5,-15,-14.3,-13.8,,,,,,,,,,,,,-6.15,-6.8,-7,-7,-10.56,-10.56,-1.5,-1.5,-1.5,-1.29,-0.99,-0.89,411.83,417.33,421.99,426.03,433.24,436.82,125.67,126.32,127.14,128.43,130.26,131.26,131.77,133.17,134.64,136.43,134,134.5,136.42,138.47,140.14,142.14,143.57,144.16,52.85,53.47,54.04,54.55,55.05,55.55,425.71,431.21,435.87,439.9,447.12,450.7,24.5,25.51,26.5,26.54,29.62,29.62,135.72,137.92,139.98,141.66,143.45,144.58,388.15,397.5,403.35,407.1,410.9,415.25,24.39,23.99,23.59,23.25,26.42,25.97,425.6,429.69,432.96,436.61,443.92,447.05
8/19/2016,,,,,,,47.17,47.83,48.52,49.16,49.76,50.25,49.84,50.1,50.51,50.88,51.26,51.63,,,,,,,12.67,13.22,14.27,14.13,16.46,16.46,-11.65,-12.65,-13.6,-14.4,-13.75,-13.25,,,,,,,,,,,,,-6.85,-6.74,-7.67,-7.47,-10.56,-10.56,-1.5,-1.5,-1.5,-1.29,-0.99,-0.89,452.13,456.59,460.64,463.97,470.02,473.14,139.03,139.84,140.34,141.13,142.72,143.5,143.83,145.75,146.27,148.07,145.91,146.19,149.18,150.99,152.44,154.25,155.48,155.86,57.54,58.16,58.69,59.18,59.66,60.11,465.91,470.37,474.43,477.75,483.8,486.92,26.45,27,28.06,27.91,30.24,30.24,148.92,150.77,152.55,154.01,155.61,156.56,433,438.95,442,445,448.85,452.4,25.68,26.23,27.28,27.15,29.47,29.47,465.14,469.6,473.65,476.98,483.04,486.15
8/26/2016,,,,,,,47.38,48,48.65,49.29,49.85,50.32,49.55,49.86,50.25,50.64,51.03,51.44,,,,,,,12.23,12.9,13.91,13.89,16.35,16.35,-11.2,-12.45,-13.45,-13.95,-13.4,-12.9,,,,,,,,,,,,,-7.5,-7.56,-8.37,-8.79,-10.56,-10.56,-1.5,-1.5,-1.5,-1.29,-0.99,-0.89,451.65,455.69,459.38,462.62,468.73,471.87,140.01,140.35,140.7,141.77,143.3,144.11,143.71,145.24,145.78,146.93,146.14,146.45,149.71,151.3,152.65,154.43,155.71,156.12,57.51,58.2,58.74,59.21,59.68,60.12,465.39,469.43,473.13,476.37,482.48,485.61,25.97,26.65,27.65,27.63,30.09,30.09,149.82,151.35,152.94,154.3,155.9,156.91,436.6,441.4,444.15,446.75,450.4,454.1,26.65,27.32,28.33,28.31,30.77,30.77,466.07,470.11,473.8,477.05,483.16,486.29
9/2/2016,,,,,,,45.13,45.75,46.36,46.97,47.53,48.03,47.39,47.62,48.01,48.42,48.83,49.24,,,,,,,13.39,14.04,14.77,15.57,16.39,16.39,-12.6,-13.25,-13.75,-13.6,-13.15,-12.65,,,,,,,,,,,,,-7.02,-7.81,-8.55,-10.02,-10.56,-10.56,-1.5,-1.5,-1.37,-1.11,-0.93,-0.98,433.85,437.95,442.16,446.39,451.4,454.76,132.64,133.62,134.78,136.35,137.6,138.16,138.21,139.05,139.98,139.93,140.19,140.25,143.74,145.37,147.16,148.84,149.82,149.83,55.51,56.08,56.55,57,57.46,57.9,447.47,451.57,455.79,460.02,465.02,468.38,26.89,27.49,28.39,28.78,30.01,30.01,143.18,144.76,146.44,148.07,149.62,150.56,416.95,421.85,425.05,427.95,432.15,436.3,25.43,26.02,26.93,27.32,28.55,28.55,446.01,450.1,454.32,458.55,463.56,466.92
9/9/2016,,,,,,,45.96,46.58,47.22,47.87,48.47,49,48.17,48.59,49.02,49.45,49.88,50.26,,,,,,,13.99,14.91,15.91,16.76,16.76,16.76,-12.25,-13.2,-13.95,-13,-12.5,-12,,,,,,,,,,,,,-5.7,-7.65,-7.9,-10.56,-10.56,-10.56,-5.2,-4.8,-4.34,-4,-3.96,-4.01,438.54,443.12,448.26,453.45,457.06,460.22,133.36,134.2,135.35,137.68,138.86,139.25,139.91,139.75,141.4,140.12,140.8,140.69,140.41,142.6,144.96,146.69,147.4,147.24,56.07,56.59,57.08,57.57,58.03,58.46,451.6,456.29,461.45,466.53,470.25,473.51,27.05,28.09,29.1,29.85,29.95,30.05,143.69,145.66,147.55,149.52,150.93,151.63,416,421.7,425.3,428.7,433.2,437.4,23.78,24.81,25.8,26.53,26.65,26.75,448.33,453.01,458.15,463.21,466.94,470.21
9/16/2016,,,,,,,44.34,44.92,45.59,46.25,46.89,47.47,46.73,47.2,47.69,48.16,48.64,49.06,,,,,,,13.36,14.61,15.63,16.89,16.89,16.89,-12.05,-13.6,-14.35,-13,-12.5,-12,,,,,,,,,,,,,-5.87,-6.64,-6.89,-10.56,-10.56,-10.56,-6.73,-6.1,-5.97,-6.08,-6.09,-5.84,429.23,433.47,438.23,443.62,447.17,450.46,130.96,131.15,132.2,134.92,136.08,136.49,137.14,138.1,139.67,137.36,138.02,137.93,136.28,138.65,140.59,141.84,142.49,142.66,55.29,55.74,56.19,56.67,57.13,57.57,441.81,446.04,450.8,456.2,459.75,463.03,25.94,27.18,28.2,29.46,29.47,29.46,141.35,143,144.77,146.59,147.95,148.62,414.35,417.95,420.95,424.95,429.2,432.75,22.97,24.22,25.24,26.5,26.5,26.5,438.84,443.08,447.84,453.23,456.78,460.07
9/23/2016,,,,,,,44.58,45.15,45.78,46.4,46.98,47.5,46.44,46.95,47.47,47.99,48.5,48.97,,,,,,,13.28,15.12,16.23,17.3,17.3,17.3,-11.65,-13.15,-13.85,-12.6,-12.1,-11.6,,,,,,,,,,,,,-6,-6.18,-6.42,-10.56,-10.56,-10.56,-6.83,-6.75,-6.4,-6.27,-6.25,-6.25,430.95,434.77,438.94,443.78,447.07,450.15,131.66,131.56,132.41,134.84,135.89,136.28,137.31,138.53,139.84,136.88,137.43,137.32,136.48,137.96,139.86,141.17,141.74,141.63,55.84,56.3,56.75,57.19,57.61,58.02,443.17,447,451.16,456,459.29,462.37,25.5,27.34,28.45,29.52,29.52,29.52,141.8,142.99,144.42,146,147.21,147.77,420.55,422.5,424.4,427.95,431.65,434.7,22.04,23.88,24.99,26.07,26.07,26.09,439.72,443.54,447.7,452.54,455.84,458.92
9/30/2016,,,,,,,46.74,47.32,47.9,48.44,48.95,49.38,48.06,48.74,49.27,49.76,50.23,50.67,,,,,,,14.22,16.06,17.28,18.33,18.33,18.53,-11.85,-13,-13.25,-12.2,-11.8,-11.5,,,,,,,,,,,,,-4.88,-6.43,-7.41,-10.56,-10.56,-10.56,-8.03,-7,-6.33,-6.5,-6.5,-6.5,446.88,450,453.85,458.71,461.76,464.57,136.61,136.62,137.71,139.73,140.49,140.68,143.58,143.19,143.55,141.37,141.73,141.62,140.43,142.62,144.63,145.43,145.79,145.68,56.81,57.29,57.75,58.16,58.53,58.88,458.39,461.61,465.47,470.28,473.38,476.19,25.37,27.39,28.59,29.89,29.95,29.95,147.76,148.54,149.65,151.03,152.12,152.62,428.65,430,430.9,434.4,437.9,440.85,22.64,24.66,25.86,27.17,27.22,27.22,455.66,458.88,462.74,467.55,470.65,473.46
10/7/2016,,,,,,,49.52,50.09,50.7,51.25,51.73,52.13,51.61,52.2,52.7,53.18,53.6,53.97,,,,,,,14.47,16.59,17.75,18.22,18.22,19.5,-12.95,-13.4,-12.35,-12.1,-11.85,-11.25,,,,,,,,,,,,,-6.03,-6.97,-10.56,-10.56,-10.56,-10.56,-7.85,-7.19,-6.7,-6.64,-6.63,-6.63,477.39,481.7,485.75,488.73,491.08,494.53,145.61,146.69,148.97,149.69,149.64,150.29,152.53,153.12,150.76,151.23,150.93,150.98,150.71,152.91,154.61,155.15,154.86,154.91,61.48,61.94,62.35,62.68,62.98,63.15,489.31,493.63,497.69,500.66,503.01,506.46,26.39,28.52,29.68,30.15,30.16,31.43,157.3,158.48,160.02,161.24,161.71,161.41,461.15,462.2,463.05,466,468.9,471.3,23.13,25.25,26.41,26.91,26.93,28.2,486.02,490.34,494.39,497.36,499.71,503.17
10/14/2016,,,,,,,50.62,51.07,51.6,52.07,52.51,52.86,52.27,52.92,53.45,53.94,54.33,54.65,,,,,,,15.22,17.04,18.03,18.44,18.44,19.39,-13.55,-14.05,-13.2,-12.95,-12.5,-11.9,,,,,,,,,,,,,-6.5,-7.5,-10.56,-10.56,-10.56,-10.56,-8.28,-8.13,-7.12,-7.05,-7.06,-6.47,484.03,488.39,492.56,495.66,498.02,501.09,146.43,147.95,150.34,151.06,151.11,151.8,153.48,154.5,152.98,153.45,153.05,153.14,151.71,153.88,156.43,156.96,156.55,157.23,62.11,62.53,62.95,63.33,63.67,63.84,496.43,500.79,504.96,508.07,510.42,513.5,27.62,29.44,30.43,30.84,30.84,31.79,158.22,160.02,162.06,163.63,164.12,163.74,467.9,468.3,470.3,473.4,476.25,478.5,25.08,26.92,27.9,28.28,28.27,29.27,493.9,498.26,502.44,505.5,507.85,510.98
10/21/2016,,,,,,,50.62,50.97,51.49,51.99,52.46,52.87,51.81,52.61,53.22,53.79,54.24,54.61,,,,,,,14.79,15.9,17.04,17.54,17.54,18.71,-13.7,-14.45,-13.6,-13.25,-12.75,-12.05,,,,,,,,,,,,,-6,-7.7,-10.56,-10.56,-10.56,-10.56,-8.81,-8.95,-7.94,-7.3,-7.32,-7.06,481.28,485.2,489.79,493.26,495.94,499.41,145.58,146.96,149.42,150.38,150.66,151.53,153.28,153.71,152.48,153.09,152.87,153.09,150.48,152.46,155.1,156.35,156.11,156.6,61.62,62.04,62.47,62.86,63.24,63.48,494.39,498.31,502.9,506.36,509.05,512.51,27.9,29.01,30.15,30.64,30.65,31.82,156.92,158.9,161.07,162.73,163.38,163.18,463.6,465.15,468.7,472.15,475.05,477.45,24.84,25.95,27.09,27.58,27.58,28.75,491.33,495.25,499.84,503.3,505.98,509.45
10/28/2016,,,,,,,49.62,50.25,50.86,51.43,51.92,52.32,50.48,51.51,52.21,52.82,53.34,53.79,,,,,,,12.79,13.8,15.05,15.85,15.85,17.09,-14.2,-14.9,-13.7,-13.25,-12.75,-12.25,,,,,,,,,,,,,-5.8,-7.6,-9.17,-10.56,-10.56,-10.56,-9.25,-8.77,-7.88,-7.34,-7.38,-7.72,473.95,477.07,481.5,485.45,488.34,491.98,143.17,144.34,147.01,148.11,148.58,149.44,151.57,151.64,151.54,150.8,150.77,151.13,148.12,150.47,152.84,154.02,153.95,153.97,61.15,61.55,62,62.44,62.83,63.08,488.52,491.65,496.08,500.03,502.92,506.55,27.37,28.38,29.63,30.43,30.43,31.67,156.13,157.82,159.69,161.17,161.82,161.79,463,463.75,466.7,470.05,472.95,475.65,25.25,26.25,27.5,28.3,28.3,29.54,486.4,489.52,493.95,497.9,500.79,504.42
11/4/2016,,,,,,,45.52,46.11,46.71,47.32,47.87,48.34,47.05,47.8,48.52,49.14,49.68,50.13,,,,,,,13.65,14.29,15.14,15.08,16.6,16.6,-13.95,-13.35,-13.1,-12.6,-12.25,-12.25,,,,,,,,,,,,,-7.75,-8.25,-10.56,-10.56,-10.56,-10.56,-8,-7.78,-6.85,-6.73,-7.79,-7.79,444.62,448.65,453.18,456.94,461.21,464.45,135.42,137.47,138.46,139.01,139.89,140.52,141.62,142.57,141,141.05,141.58,142.21,141.37,143.04,144.71,144.88,144.35,144.98,57.28,57.75,58.22,58.64,59.03,59.41,459.43,463.46,467.98,471.75,476.01,479.25,28.28,28.92,29.78,29.88,31.1,31.4,147.35,148.91,150.43,151.34,151.56,152.01,427.95,428.55,432,435.85,439.6,442.95,26.97,27.61,28.47,28.57,29.79,30.09,458.12,462.15,466.67,470.44,474.7,477.94
11/11/2016,,,,,,,44.64,45.31,46.02,46.74,47.4,47.96,45.83,46.91,47.76,48.49,49.1,49.6,,,,,,,15.47,15.56,16.16,16.11,17.16,17.16,-13.3,-12.3,-12,-11.7,-11.6,-11.6,,,,,,,,,,,,,-7,-7.65,-10.56,-10.56,-10.56,-10.56,-7.85,-7.48,-6.5,-5.7,-7.64,-7.87,436.69,440.47,445.09,449.14,453.49,456.79,131.7,134.34,135.66,136.3,137.18,138,138,138.99,137.1,137.44,138.22,139.04,137.15,139.16,141.16,142.3,141.14,141.74,56.44,56.88,57.33,57.78,58.22,58.65,450.73,454.52,459.13,463.18,467.53,470.84,29.52,29.6,30.2,30.15,31.21,31.21,143.21,145.05,146.69,147.72,148.07,148.85,416.05,417.65,421.25,425.2,429.25,432.95,25.87,26.1,26.68,26.63,27.71,27.7,446.24,450.28,454.94,459.01,463.41,466.71
11/18/2016,,,,,,,45.16,45.75,46.46,47.16,47.79,48.33,46.27,47.32,48.14,48.81,49.37,49.82,,,,,,,16,16.3,16.77,16.77,17.71,17.71,-13.55,-11.85,-11.6,-11.35,-11.1,-11.1,,,,,,,,,,,,,-5.8,-6.55,-10.56,-10.56,-10.56,-10.56,-9,-7.33,-6.33,-6.18,-7.46,-7.46,436.73,440.71,444.91,448.55,452.53,455.67,130.84,133.85,134.96,135.47,136.5,137.39,138.59,139.15,136,136.26,137.04,137.93,135.39,138.38,140.24,140.65,140.14,141.03,56.22,56.75,57.22,57.68,58.1,58.53,450.51,454.49,458.69,462.33,466.31,469.45,29.78,30.08,30.55,30.55,31.49,31.49,143.38,144.67,146,146.87,147.14,147.93,417.5,420.85,424.75,428.5,431.95,435.15,26.62,26.91,27.39,27.39,28.33,28.33,447.35,451.33,455.53,459.17,463.15,466.28
11/25/2016,,,,,,,47.39,48.26,49.11,49.84,50.44,50.89,48.64,49.67,50.46,51.11,51.67,52.12,,,,,,,14.83,14.66,14.79,14.79,15.58,15.58,-13.75,-12,-11.75,-11.5,-11.27,-11.24,,,,,,,,,,,,,-5,-5.5,-10.56,-10.56,-10.56,-10.56,-9.35,-7.63,-7.06,-6.56,-8.11,-8.22,459.43,462.88,466.35,469.49,473,475.81,138.94,142.15,143.49,144.03,144.98,145.76,147.69,148.65,144.68,144.97,145.68,146.44,143.34,146.52,148.18,148.97,148.13,148.78,59.48,59.87,60.29,60.71,61.09,61.46,475.93,479.38,482.86,486,489.49,492.3,31.33,31.17,31.3,31.3,32.07,32.07,150.94,152.4,153.84,154.95,155.26,156,442.95,446.1,449.6,452.7,455.55,458.4,26.84,26.68,26.82,26.82,27.58,27.59,471.44,474.9,478.38,481.52,485,487.8
12/2/2016,,,,,,,48.9,49.81,50.68,51.36,51.86,52.2,50.7,51.62,52.25,52.75,53.17,53.51,,,,,,,15.29,15.12,15.15,15.57,15.79,15.79,-15.39,-14.11,-13.84,-12.97,-12.7,-12.59,,,,,,,,,,,,,-5.2,-8.54,-10.56,-10.56,-10.56,-10.56,-11.39,-10.07,-9.29,-9.68,-10.57,-10.88,470.77,473.99,477.03,479.92,482.58,485.2,142.73,145.08,145.79,147.05,147.96,148.9,152.91,150.66,149.06,149.46,150.09,150.93,146.73,149.12,150.34,150.34,150.09,150.61,60.95,61.37,61.74,62.1,62.43,62.78,488.24,491.46,494.5,497.39,500.04,502.67,32.8,32.58,32.62,32.9,33.26,33.26,157.05,158.3,159.42,159.99,160.28,160.9,452.5,456,459.85,462.8,465.35,467.9,26.88,26.67,26.69,26.99,27.34,27.34,482.32,485.54,488.58,491.47,494.13,496.76
12/9/2016,,,,,,,50.97,52.01,52.95,53.65,54.14,54.45,54.02,54.74,55.28,55.71,56.04,56.27,,,,,,,15.19,15.48,15.8,17.11,17.11,17.11,-16.2,-14.94,-14.27,-14.17,-14.01,-13.97,,,,,,,,,,,,,-5.5,-10.56,-10.56,-10.56,-10.56,-10.56,-10.97,-9.81,-9.46,-11.28,-11.32,-11.32,492.9,496.89,500.35,504.03,506.18,508.77,148.43,150.68,151.49,152.17,152.9,153.84,159.13,155.06,155.2,155.78,156.35,157.24,153.66,155.81,156.3,155.06,155.59,156.48,63.86,64.29,64.65,64.91,65.24,65.58,509.4,513.4,516.85,520.53,522.69,525.27,31.69,31.99,32.3,33.61,33.61,33.61,163.53,165.1,166.11,166.25,166.84,167.42,471.2,475.7,480.25,483.8,486.5,488.95,24.42,24.7,25.03,26.21,26.22,26.21,502.14,506.11,509.58,513.12,515.29,517.87
12/16/2016,,,,,,,51.93,52.94,53.85,54.52,55.01,55.31,54.91,55.59,56.15,56.59,56.9,57.07,,,,,,,13.67,15.08,16.42,18.34,18.34,18.34,-15.7,-14.44,-13.42,-13.6,-13.69,-13.66,,,,,,,,,,,,,-8.7,-10.56,-10.56,-10.56,-10.56,-10.56,-11.9,-10.35,-9.63,-11.43,-12.49,-12.47,501.45,506.08,510.01,513.85,515.73,517.98,151.96,154.24,155.37,155.67,156.07,156.92,158.96,158.12,158.24,158.71,159.19,160.02,155.76,158.33,159.17,157.84,157.27,158.12,65.02,65.46,65.79,66.01,66.28,66.59,517.88,522.51,526.44,530.28,532.15,534.41,30.1,31.52,32.85,34.77,34.77,34.78,166.08,167.79,168.83,168.94,169.42,169.92,483.25,489.95,493.15,495.45,497.65,499.4,22.14,23.55,24.9,26.81,26.82,26.82,509.93,514.54,518.49,522.32,524.2,526.45
