,DOESDIST Index,DOESDIS1 Index,DOESDIS2 Index,DOESDIS3 Index,DOESDIS4 Index,DOESDIS5 Index,DOESJETK Index,DOESJET1 Index,DOESJET2 Index,DOESJET3 Index,DOESJET4 Index,DOESJET5 Index,DOEPPERC Index,DOEPPCP1 Index,DOEPPCP2 Index,DOEPPCP3 Index,DOEPPCP4 Index,DOEPPCP5 Index,DOEPCRIN Index,DOEPCRP1 Index,DOEPCRP2 Index,DOEPCRP3 Index,DOEPCRP4 Index,DOEPCRP5 Index,DOEPGRIN Index,DOEPGRP1 Index,DOEPGRP2 Index,DOEPGRP3 Index,DOEPGRP4 Index,DOEPGRP5 Index,DOEPOPCP Index,DOEPOPP1 Index,DOEPOPP2 Index,DOEPOPP3 Index,DOEPOPP4 Index,DOEPOPP5 Index,DOEBKJET Index,DOEBDIST Index,DOEINICR Index,DOEINIPR Index,DOESTCRD Index,DOESTMGS Index,DOESFETH Index,DOESRESD Index,DOESPPEX Index,DOESOTHE Index,DOESESPR Index,DOESISPR Index,DOEICISP Index,DOEICESP Index,DOEICRP1 Index,DOEICRP2 Index,DOEICRP3 Index,DOEICRP4 Index,DOEICRP5 Index,DOEISPR Index,DOEISPRO Index,DOEIMGAS Index,DOEIGAS1 Index,DOEIGAS2 Index,DOEIGAS3 Index,DOEIGAS4 Index,DOEIGAS5 Index,DOEIFMOG Index,DOEIFMP1 Index,DOEIFMP2 Index,DOEIFMP3 Index,DOEIFMP4 Index,DOEIFMP5 Index,DOEIREFM Index,DOEIREF1 Index,DOEIREF2 Index,DOEIREF3 Index,DOEIREF4 Index,DOEIREF5 Index,DOEIREWA Index,DOEIREA1 Index,DOEIREA2 Index,DOEIREA3 Index,DOEIREA4 Index,DOEIREA5 Index,DOEIOTRF Index,DOEIRFO1 Index,DOEIRFO2 Index,DOEIRFO3 Index,DOEIRFO4 Index,DOEIRFO5 Index,DOEIOTHF Index,DOEICON1 Index,DOEICON2 Index,DOEICON3 Index,DOEICON4 Index,DOEICON5 Index,DOEICOWA Index,DOEICWA1 Index,DOEICWA2 Index,DOEICWA3 Index,DOEICWA4 Index,DOEICWA5 Index,DOEIED55 Index,DOEIE5P1 Index,DOEIE5P2 Index,DOEIE5P3 Index,DOEIE5P4 Index,DOEIE5P5 Index,DOEIGE55 Index,DOEIGEP1 Index,DOEIGEP2 Index,DOEIGEP3 Index,DOEIGEP4 Index,DOEIGEP5 Index,DOEICOOT Index,DOEIOCP1 Index,DOEIOCP2 Index,DOEIOCP3 Index,DOEIOCP4 Index,DOEIOCP5 Index,DOEIBLND Index,DOEIBCP1 Index,DOEIBCP2 Index,DOEIBCP3 Index,DOEIBCP4 Index,DOEIBCP5 Index,DOEIRBOB Index,DOEIRBP1 Index,DOEIRBP2 Index,DOEIRBP3 Index,DOEIRBP4 Index,DOEIRBP5 Index,DOEICBOB Index,DOEICBP1 Index,DOEICBP2 Index,DOEICBP3 Index,DOEICBP4 Index,DOEICBP5 Index,DOEIGTAB Index,DOEIGTP1 Index,DOEIGTP2 Index,DOEIGTP3 Index,DOEIGTP4 Index,DOEIGTP5 Index,DOEIOTBL Index,DOEIABP1 Index,DOEIABP2 Index,DOEIABP3 Index,DOEIABP4 Index,DOEIABP5 Index,DOEIFETH Index,DOEIFEP1 Index,DOEIFEP2 Index,DOEIFEP3 Index,DOEIFEP4 Index,DOEIFEP5 Index,DOEIJETK Index,DOEIJET1 Index,DOEIJET2 Index,DOEIJET3 Index,DOEIJET4 Index,DOEIJET5 Index,DOEIDIST Index,DOEIDIS1 Index,DOEIDIS2 Index,DOEIDIS3 Index,DOEIDIS4 Index,DOEIDIS5 Index,DOEIDL15 Index,DOEIL151 Index,DOEIL152 Index,DOEIL153 Index,DOEIL154 Index,DOEIL155 Index,DOEIDG15 Index,DOEIG151 Index,DOEIG152 Index,DOEIG153 Index,DOEIG154 Index,DOEIG155 Index,DOEIDG52 Index,DOEIG521 Index,DOEIG522 Index,DOEIG523 Index,DOEIG524 Index,DOEIG525 Index,DOEIDIG2 Index,DOEIDG21 Index,DOEIDG22 Index,DOEIDG23 Index,DOEIDG24 Index,DOEIDG25 Index,DOEIRESD Index,DOEIRES1 Index,DOEIRES2 Index,DOEIRES3 Index,DOEIRES4 Index,DOEIRES5 Index,DOEIPPPR Index,DOEIPRP1 Index,DOEIPRP2 Index,DOEIPRP3 Index,DOEIPR45 Index,DOEIOTOI Index,DOEIOOP1 Index,DOEIOOP2 Index,DOEIOOP3 Index,DOEIOOP4 Index,DOEIOOP5 Index,DOEIKERO Index,DOEILRGS Index,DOEITRPR Index,DOEITRP1 Index,DOEITRP2 Index,DOEITRP3 Index,DOEITRP4 Index,DOEITRP5 Index,DOEIGISP Index,DOEIGIP1 Index,DOEIGIP2 Index,DOEIGIP3 Index,DOEIGIP4 Index,DOEIGIP5 Index
12/28/2012,123967,41408,28470,35425,3884,14780,39187,9001,6780,12737,642,10027,90.4,80.9,91.5,94.3,96.9,80.7,15341,940,3463,8036,597,2306,15727,1046,3404,8228,604,2445,17395,1293,3720,8725,624,3032,109,1063,7051,-958,1027191,225673,20213,36423,,217427,1061799,1756751,7094,7094,590,1888,3607,245,764,0,0,487,473,4,9,1,0,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,464,451,3,9,1,0,175,175,0,0,0,0,25,25,0,0,0,0,32,32,0,0,0,0,232,219,3,9,1,0,87,78,0,0,0,9,0,0,0,0,0,0,108,106,2,0,0,0,76,74,2,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,189,123,9,27,0,30,107,58,30,0,19,966,140,115,578,1,132,0,159,1943,979,160,613,8,184,9037,1490,2048,4220,254,939
1/4/2013,130744,43252,30359,37059,4054,16019,39630,8986,6863,12970,628,10184,89.1,83.7,91.7,92.5,97.9,76.7,15257,1068,3471,7916,611,2190,15496,1083,3410,8068,611,2324,17395,1293,3720,8725,624,3032,109,1063,8299,-807,1028083,233085,19854,35566,,214741,1072323,1767275,8342,8342,1153,1964,3715,294,1217,0,0,447,418,4,0,0,25,10,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,1,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,7,0,0,0,2,437,411,3,0,0,24,177,177,0,0,0,0,59,50,0,0,0,9,0,0,0,0,0,0,201,184,3,0,0,14,52,11,0,0,0,41,63,55,0,0,0,7,197,190,3,0,3,0,99,93,3,0,3,0,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,151,86,7,30,2,27,141,60,52,0,29,1043,78,89,668,3,205,0,178,2094,899,155,698,19,323,10436,2040,2119,4413,314,1499
1/11/2013,132430,42516,30412,39344,3801,16357,40439,9333,7299,13095,557,10155,87.9,85.1,91.1,88.9,95.8,80.7,15101,1102,3451,7647,595,2305,15292,1101,3390,7758,598,2445,17400,1293,3723,8727,624,3032,109,1063,7987,-1123,1027447,234995,20361,36204,,215194,1075759,1771026,8030,8030,1107,1930,3799,303,891,0,0,375,363,5,0,0,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,367,356,4,0,0,7,115,115,0,0,0,0,62,55,0,0,0,7,0,0,0,0,0,0,191,187,4,0,0,0,27,9,0,0,0,18,0,0,0,0,0,0,186,174,12,0,0,0,168,156,12,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,250,52,16,151,0,29,162,68,76,0,17,779,48,172,553,3,2,0,175,1778,715,281,705,12,65,9808,1813,2211,4504,315,939
1/18/2013,132938,42341,31370,40472,3673,15082,39802,8701,7088,13296,530,10187,83.6,84,88.8,83.3,91.8,76.1,14206,1035,3360,7078,568,2165,14539,1086,3307,7266,573,2307,17400,1293,3723,8727,624,3032,122,1083,7686,-886,1030260,233257,20083,34908,,216258,1073122,1768389,7730,7730,769,1663,4015,362,921,0,0,430,413,5,0,0,12,44,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44,42,0,0,0,1,385,371,4,0,0,11,73,73,0,0,0,0,31,25,0,0,0,6,41,41,0,0,0,0,241,232,4,0,0,5,67,53,0,0,0,14,2,0,0,0,0,1,217,149,8,60,1,0,62,54,8,0,1,0,19,19,0,0,0,0,136,76,0,60,0,0,0,0,0,0,0,0,364,242,14,107,0,0,173,75,73,0,25,909,210,16,593,2,88,0,65,2161,1142,115,761,14,130,9891,1859,1778,4776,376,1037
1/25/2013,130623,41312,30303,40347,3544,15119,39818,9381,7138,13379,512,9408,85,82.2,88.3,86,89.7,78.2,14481,999,3342,7361,554,2225,14784,1063,3288,7504,560,2370,17400,1293,3723,8727,624,3032,122,1083,8024,-912,1036400,232301,20540,34292,,219148,1075095,1770555,8068,8068,1024,1860,3910,316,958,0,0,623,609,4,10,0,0,86,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,84,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,85,84,1,0,0,0,537,525,2,10,0,0,161,161,0,0,0,0,85,85,0,0,0,0,62,62,0,0,0,0,229,217,2,10,0,0,9,9,0,0,0,0,96,38,0,58,0,0,210,204,7,0,0,0,133,126,7,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,28,28,0,0,0,0,136,112,13,10,1,0,146,63,65,0,17,915,140,14,683,2,77,0,46,2135,1175,103,762,11,85,10203,2190,1963,4672,327,1044
2/1/2013,129581,40089,30279,41086,3539,14587,39068,9343,6995,13320,619,8792,84.2,82.1,88.5,85.3,91,75.3,14431,1057,3354,7303,565,2152,14652,1062,3295,7444,568,2284,17400,1293,3723,8727,624,3032,122,1083,7525,-1286,1039081,234039,20098,34417,,219545,1074891,1770698,7569,7569,648,1699,3693,358,1171,0,0,693,666,5,0,0,22,34,23,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,2,0,0,8,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,32,23,1,0,0,8,659,643,2,0,0,14,218,218,0,0,0,0,34,19,0,0,0,14,38,38,0,0,0,0,370,368,2,0,0,0,0,0,0,0,0,0,54,9,0,0,0,45,86,77,9,0,0,0,67,58,9,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,244,74,12,117,5,36,128,61,51,0,17,555,24,15,401,2,114,0,65,1761,911,92,518,17,223,9330,1559,1791,4210,375,1394
2/8/2013,125904,37519,30280,40912,3539,13654,38786,9832,6712,13021,659,8563,83.8,75.9,86.6,84.8,91.1,79.7,14310,937,3291,7234,564,2284,14592,982,3224,7401,569,2417,17405,1293,3723,8731,625,3032,122,1083,7469,-981,1039803,233236,19500,35104,,218753,1067528,1763497,7513,7513,1192,2063,3180,223,855,0,0,611,606,5,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,603,599,4,0,0,0,184,184,0,0,0,0,26,26,0,0,0,0,87,87,0,0,0,0,306,303,4,0,0,0,11,11,0,0,0,0,47,0,0,0,0,46,143,113,1,29,0,0,61,59,1,0,0,0,0,0,0,0,0,0,83,54,0,29,0,0,0,0,0,0,0,0,262,144,19,77,3,18,170,80,70,0,21,822,195,18,586,2,21,0,59,2066,1150,113,692,18,94,9579,2331,2176,3872,241,949
2/15/2013,123627,36212,30525,40352,3330,13209,39508,9592,6534,13512,670,9201,82.9,72.3,88.5,81.8,94.6,81.1,14176,834,3362,7071,591,2318,14422,935,3295,7140,591,2460,17405,1293,3723,8731,625,3032,122,1083,7645,-1120,1043946,230352,19495,35589,,218655,1066279,1762248,7689,7689,1023,1880,3525,276,985,0,0,505,447,3,2,0,54,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,498,440,2,2,0,54,141,141,0,0,0,0,82,75,0,0,0,7,110,110,0,0,0,0,165,114,2,2,0,47,21,21,0,0,0,0,45,13,0,0,0,31,294,281,1,12,0,0,84,82,1,0,0,0,121,121,0,0,0,0,90,78,0,12,0,0,0,0,0,0,0,0,224,114,19,64,0,26,143,67,49,0,27,695,352,24,284,1,33,0,14,1927,1295,96,363,15,158,9616,2297,1976,3888,291,1143
2/22/2013,124184,35901,30654,40331,3536,13762,39789,9312,7230,13958,518,8772,85.1,74.9,91.6,83.9,91.9,83.4,14511,886,3475,7171,572,2407,14803,968,3408,7322,574,2529,17405,1293,3723,8731,625,3032,144,1058,7914,-1459,1045076,228495,19374,35645,,215936,1060384,1756353,7958,7958,851,2096,3562,313,1136,0,0,575,495,3,65,0,11,27,18,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,1,0,0,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,18,0,0,0,8,548,477,2,65,0,4,96,96,0,0,0,0,56,56,0,0,0,0,91,91,0,0,0,0,305,235,2,65,0,4,32,14,0,0,0,19,77,32,0,0,0,45,156,153,3,0,0,0,65,61,3,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,98,71,7,0,0,20,125,49,54,0,23,716,43,23,538,1,112,0,22,1780,857,90,603,12,218,9738,1694,2186,4165,325,1335
3/1/2013,120354,35133,30978,37002,3707,13535,39747,9901,7478,12692,688,8987,82.2,74.5,86,80.6,91,83.3,14031,920,3270,6877,567,2398,14300,963,3203,7039,569,2526,17405,1293,3723,8731,625,3032,144,1058,7264,-1212,1048812,227879,19351,36055,,215960,1057861,1753830,7308,7308,652,2115,3306,305,930,0,0,605,599,6,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,596,592,4,0,0,0,308,308,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,268,264,4,0,0,0,0,0,0,0,0,0,23,0,0,4,0,20,112,109,3,0,0,0,81,78,3,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,245,120,11,93,0,21,149,63,70,0,17,893,132,24,713,1,23,0,73,2027,1024,113,809,13,68,9335,1675,2228,4115,318,998
3/8/2013,120437,35907,32016,35671,3841,13002,38528,9068,7316,12394,786,8963,81,77,83.3,80.3,96.9,78.6,13994,930,3150,7049,603,2262,14334,996,3103,7247,605,2384,17703,1293,3723,9030,625,3032,144,1058,7491,-1039,1051436,224308,18688,35641,,216210,1052279,1748248,7535,7535,761,1897,3425,340,1113,0,0,727,718,6,0,0,3,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,717,711,4,0,0,3,152,152,0,0,0,0,33,33,0,0,0,0,165,165,0,0,0,0,368,361,4,0,0,3,0,0,0,0,0,0,34,34,0,0,0,0,254,242,7,0,0,4,147,140,7,0,0,0,5,5,0,0,0,0,102,98,0,0,0,4,0,0,0,0,0,0,313,140,9,86,0,77,128,62,54,0,12,744,85,29,597,6,27,0,60,2200,1282,105,684,14,116,9735,2043,2002,4109,354,1229
3/15/2013,119765,34337,31540,37100,3826,12963,37958,9708,7334,11482,801,8632,83.5,76.5,90.7,81.8,97.3,80.2,14514,981,3444,7183,607,2299,14787,989,3375,7385,608,2430,17703,1293,3723,9030,625,3032,133,850,7272,-1288,1050122,222832,18465,37584,,218307,1050823,1746792,7317,7317,956,1805,3296,299,961,0,0,387,354,7,26,0,0,27,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25,24,1,0,0,0,360,330,4,26,0,0,92,92,0,0,0,0,20,20,0,0,0,0,58,58,0,0,0,0,190,161,4,26,0,0,27,0,0,0,0,27,44,44,0,0,0,0,66,62,4,0,0,0,42,37,4,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,284,164,12,98,0,11,119,53,55,0,10,635,5,23,585,2,20,0,107,1561,684,101,709,10,60,8878,1640,1905,4005,309,993
3/22/2013,115252,32998,30706,35123,4049,12376,38634,9349,7411,12584,746,8544,85.7,80.7,86.8,86.8,95.1,81.4,14878,1011,3281,7663,590,2333,15173,1043,3230,7837,595,2468,17703,1293,3723,9030,625,3032,133,850,8113,-1284,1053378,221236,17441,37228,,220865,1048912,1744881,8158,8158,941,1854,4030,238,1095,0,0,505,485,7,10,0,4,12,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,0,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,6,1,0,0,4,493,479,4,10,0,0,101,101,0,0,0,0,68,68,0,0,0,0,124,124,0,0,0,0,200,186,4,10,0,0,27,17,0,0,0,10,4,4,0,0,0,0,223,171,2,50,0,0,86,84,2,0,0,0,0,0,0,0,0,0,137,86,0,50,0,0,0,0,0,0,0,0,123,81,6,36,0,0,115,56,50,0,9,568,190,32,298,4,44,0,47,1565,1004,96,394,10,61,9723,1927,1950,4424,248,1146
3/29/2013,112986,32310,29059,36128,3964,11525,39442,9708,7447,13138,651,8498,86.3,87.9,83.5,89.1,96.1,78.4,15008,1059,3160,7939,596,2253,15273,1136,3110,8049,600,2378,17703,1293,3723,9030,625,3032,133,850,7886,-997,1056085,220664,17481,35817,,222558,1048801,1744770,7931,7931,1004,1748,3935,298,944,0,0,595,491,7,66,0,31,68,55,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,55,3,0,0,11,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,66,55,1,0,0,11,526,436,5,66,0,20,187,187,0,0,0,0,19,7,0,0,0,12,154,154,0,0,0,0,166,87,5,66,0,8,49,11,0,0,0,37,0,0,0,0,0,0,83,80,3,0,0,0,59,57,2,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,172,64,4,80,0,25,97,38,51,0,9,856,153,19,596,1,88,0,52,1852,838,83,741,6,184,9783,1831,1831,4676,304,1091
4/5/2013,112817,32787,29085,35505,3756,11684,39730,9591,7166,13844,786,8343,86.8,88.3,84.6,89.4,89.8,80.6,15114,1139,3256,7850,555,2315,15472,1142,3187,8141,561,2441,17819,1293,3769,9103,625,3029,133,850,7675,-737,1055967,222363,17788,37125,,224441,1054287,1750256,7720,7720,568,1765,3945,317,1124,0,0,876,804,5,32,0,34,67,53,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,53,2,0,0,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,66,53,1,0,0,12,809,751,3,32,0,22,300,300,0,0,0,0,19,13,0,0,0,6,165,165,0,0,0,0,324,273,3,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,139,108,3,28,0,0,81,78,3,0,0,0,0,0,0,0,0,0,58,30,0,28,0,0,0,0,0,0,0,0,193,137,8,48,0,0,86,44,30,0,12,817,38,22,648,2,107,0,12,2112,1133,68,755,6,149,9832,1701,1834,4701,323,1274
4/12/2013,115181,34202,29320,35772,3794,12093,40975,10394,7048,14175,769,8590,86.3,86.5,82.7,89.8,93.8,78.6,15074,1097,3140,7996,578,2263,15373,1119,3116,8170,586,2381,17819,1293,3769,9103,625,3029,133,850,7386,-581,1054734,221730,17507,37788,,225943,1056915,1752884,7431,7431,819,1803,3571,251,986,0,0,606,581,6,0,0,19,80,75,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,1,0,0,4,526,506,5,0,0,15,165,165,0,0,0,0,40,25,0,0,0,15,129,129,0,0,0,0,192,187,5,0,0,0,0,0,0,0,0,0,83,37,0,0,0,46,337,312,4,21,0,0,131,117,3,11,0,0,52,42,0,11,0,0,154,153,1,0,0,0,0,0,0,0,0,0,298,86,8,109,0,95,105,45,54,0,6,839,173,23,559,1,84,0,14,2268,1234,94,689,5,246,9699,2054,1897,4260,257,1232
4/19/2013,115278,34332,28790,36086,3717,12352,39887,10737,7242,13313,826,7769,83.5,88.6,82.9,84.9,91.1,76,14488,1062,3135,7551,560,2180,14872,1146,3125,7731,569,2301,17819,1293,3769,9103,625,3029,104,832,7517,-789,1055681,217802,17592,37759,,227981,1054975,1750944,7564,7564,1107,1893,3462,290,812,0,0,662,592,5,60,0,6,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,655,585,4,60,0,6,60,60,0,0,0,0,44,44,0,0,0,0,267,267,0,0,0,0,283,213,4,60,0,6,39,39,0,0,0,0,37,9,0,0,0,28,154,153,1,0,0,0,107,106,1,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,199,54,5,117,0,24,85,42,38,0,5,880,43,26,736,1,75,0,101,2057,932,75,913,5,133,9621,2001,1968,4375,294,945
4/26/2013,115752,33970,29341,36253,3772,12416,39983,11217,6889,13098,700,8079,84.4,89.7,84.5,85.8,83.3,78.1,14710,1102,3224,7627,520,2236,15038,1160,3183,7808,520,2367,17819,1293,3769,9103,625,3029,104,832,8119,-483,1062377,215984,17036,38493,,233198,1067330,1763299,8166,8166,1290,1644,4202,279,751,0,0,628,564,8,0,0,56,12,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,0,0,4,616,557,7,0,0,52,279,279,0,0,0,0,79,38,0,0,0,41,16,16,0,0,0,0,242,224,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,265,223,2,39,0,0,164,162,2,0,0,0,0,0,0,0,0,0,101,61,0,39,0,0,0,0,0,0,0,0,240,100,3,133,0,3,117,47,65,0,6,1114,267,24,793,0,30,0,91,2363,1202,101,966,5,90,10529,2492,1745,5168,285,840
5/3/2013,117564,36074,29259,36334,4032,11865,40310,11102,6880,13457,580,8291,87,92.6,84.8,88.9,84,82.6,15180,1122,3242,7923,520,2373,15500,1197,3195,8082,525,2501,17810,1293,3769,9093,625,3029,104,832,7559,-239,1062748,215074,16847,39198,,234172,1070941,1766910,7606,7606,579,1659,3679,264,1425,0,0,780,720,4,45,0,11,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,772,713,3,45,0,11,315,315,0,0,0,0,79,68,0,0,0,11,143,143,0,0,0,0,235,186,3,45,0,0,0,0,0,0,0,0,21,21,0,0,0,0,223,118,3,102,0,0,89,86,3,0,0,0,0,0,0,0,0,0,133,32,0,102,0,0,0,0,0,0,0,0,183,111,6,39,0,28,73,26,39,0,8,1327,208,16,995,1,107,0,90,2607,1204,68,1181,4,150,10213,1783,1728,4859,268,1576
5/10/2013,119864,35014,28803,39689,3857,12501,39079,11587,6760,12441,604,7687,88,93.8,79.7,92.5,88.8,82.3,15253,1157,3045,8139,558,2354,15670,1212,3003,8409,555,2491,17810,1293,3769,9093,625,3029,104,832,7576,-910,1062124,217662,16429,37985,,234622,1073593,1769562,7623,7623,1024,1409,3796,266,1129,0,0,671,538,6,121,0,6,15,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,2,0,0,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14,8,1,0,0,6,656,530,4,121,0,0,298,298,0,0,0,0,82,82,0,0,0,0,0,0,0,0,0,0,277,151,4,121,0,0,0,0,0,0,0,0,35,0,0,0,0,34,98,81,3,14,0,0,84,80,3,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,202,65,5,68,0,63,79,34,35,0,10,852,164,17,539,1,130,0,61,1936,882,66,743,2,241,9559,1907,1475,4540,268,1370
5/17/2013,118812,34292,28617,39196,3563,13144,38584,11678,6434,11697,573,8201,87.3,93.5,83.1,90.8,84.2,80,15249,1138,3178,8087,512,2334,15545,1208,3131,8255,526,2424,17810,1293,3769,9093,625,3029,106,819,8082,-409,1061786,220677,16182,36880,,236895,1077821,1773790,8130,8130,1057,1580,4099,233,1160,0,0,1081,872,14,185,0,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,1073,864,13,185,0,10,191,146,0,45,0,0,65,55,0,0,0,10,151,151,0,0,0,0,666,512,13,140,0,0,0,0,0,0,0,0,35,35,0,0,0,0,101,100,2,0,0,0,88,86,2,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,47,5,141,0,2,72,27,38,0,6,789,180,18,567,1,23,0,6,2273,1260,77,893,6,37,10403,2318,1657,4993,239,1197
5/24/2013,120663,35364,26924,42601,3530,12244,38718,10854,6131,12511,607,8616,86.4,92.7,78.8,90.7,84.3,80.9,15029,1122,3016,8044,521,2327,15395,1199,2968,8251,527,2451,17810,1293,3769,9093,625,3029,106,819,7769,-409,1064786,219163,16047,37719,,241306,1087570,1783539,7817,7817,907,1497,4199,231,983,0,0,712,606,5,19,0,83,19,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,11,693,598,5,19,0,72,348,348,0,0,0,0,69,18,0,0,0,50,89,89,0,0,0,0,187,142,5,19,0,22,27,27,0,0,0,0,46,13,0,0,0,33,136,82,1,8,0,44,97,44,1,8,0,44,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,256,78,4,45,0,129,79,33,41,0,5,1017,89,19,845,2,61,0,102,2273,928,69,918,6,351,10090,1808,1566,5117,238,1334
