,DOESDIST Index,DOESDIS1 Index,DOESDIS2 Index,DOESDIS3 Index,DOESDIS4 Index,DOESDIS5 Index,DOESJETK Index,DOESJET1 Index,DOESJET2 Index,DOESJET3 Index,DOESJET4 Index,DOESJET5 Index,DOEPPERC Index,DOEPPCP1 Index,DOEPPCP2 Index,DOEPPCP3 Index,DOEPPCP4 Index,DOEPPCP5 Index,DOEPCRIN Index,DOEPCRP1 Index,DOEPCRP2 Index,DOEPCRP3 Index,DOEPCRP4 Index,DOEPCRP5 Index,DOEPGRIN Index,DOEPGRP1 Index,DOEPGRP2 Index,DOEPGRP3 Index,DOEPGRP4 Index,DOEPGRP5 Index,DOEPOPCP Index,DOEPOPP1 Index,DOEPOPP2 Index,DOEPOPP3 Index,DOEPOPP4 Index,DOEPOPP5 Index,DOEBKJET Index,DOEBDIST Index,DOEINICR Index,DOEINIPR Index,DOESTCRD Index,DOESTMGS Index,DOESFETH Index,DOESRESD Index,DOESPPEX Index,DOESOTHE Index,DOESESPR Index,DOESISPR Index,DOEICISP Index,DOEICESP Index,DOEICRP1 Index,DOEICRP2 Index,DOEICRP3 Index,DOEICRP4 Index,DOEICRP5 Index,DOEISPR Index,DOEISPRO Index,DOEIMGAS Index,DOEIGAS1 Index,DOEIGAS2 Index,DOEIGAS3 Index,DOEIGAS4 Index,DOEIGAS5 Index,DOEIFMOG Index,DOEIFMP1 Index,DOEIFMP2 Index,DOEIFMP3 Index,DOEIFMP4 Index,DOEIFMP5 Index,DOEIREFM Index,DOEIREF1 Index,DOEIREF2 Index,DOEIREF3 Index,DOEIREF4 Index,DOEIREF5 Index,DOEIREWA Index,DOEIREA1 Index,DOEIREA2 Index,DOEIREA3 Index,DOEIREA4 Index,DOEIREA5 Index,DOEIOTRF Index,DOEIRFO1 Index,DOEIRFO2 Index,DOEIRFO3 Index,DOEIRFO4 Index,DOEIRFO5 Index,DOEIOTHF Index,DOEICON1 Index,DOEICON2 Index,DOEICON3 Index,DOEICON4 Index,DOEICON5 Index,DOEICOWA Index,DOEICWA1 Index,DOEICWA2 Index,DOEICWA3 Index,DOEICWA4 Index,DOEICWA5 Index,DOEIED55 Index,DOEIE5P1 Index,DOEIE5P2 Index,DOEIE5P3 Index,DOEIE5P4 Index,DOEIE5P5 Index,DOEIGE55 Index,DOEIGEP1 Index,DOEIGEP2 Index,DOEIGEP3 Index,DOEIGEP4 Index,DOEIGEP5 Index,DOEICOOT Index,DOEIOCP1 Index,DOEIOCP2 Index,DOEIOCP3 Index,DOEIOCP4 Index,DOEIOCP5 Index,DOEIBLND Index,DOEIBCP1 Index,DOEIBCP2 Index,DOEIBCP3 Index,DOEIBCP4 Index,DOEIBCP5 Index,DOEIRBOB Index,DOEIRBP1 Index,DOEIRBP2 Index,DOEIRBP3 Index,DOEIRBP4 Index,DOEIRBP5 Index,DOEICBOB Index,DOEICBP1 Index,DOEICBP2 Index,DOEICBP3 Index,DOEICBP4 Index,DOEICBP5 Index,DOEIGTAB Index,DOEIGTP1 Index,DOEIGTP2 Index,DOEIGTP3 Index,DOEIGTP4 Index,DOEIGTP5 Index,DOEIOTBL Index,DOEIABP1 Index,DOEIABP2 Index,DOEIABP3 Index,DOEIABP4 Index,DOEIABP5 Index,DOEIFETH Index,DOEIFEP1 Index,DOEIFEP2 Index,DOEIFEP3 Index,DOEIFEP4 Index,DOEIFEP5 Index,DOEIJETK Index,DOEIJET1 Index,DOEIJET2 Index,DOEIJET3 Index,DOEIJET4 Index,DOEIJET5 Index,DOEIDIST Index,DOEIDIS1 Index,DOEIDIS2 Index,DOEIDIS3 Index,DOEIDIS4 Index,DOEIDIS5 Index,DOEIDL15 Index,DOEIL151 Index,DOEIL152 Index,DOEIL153 Index,DOEIL154 Index,DOEIL155 Index,DOEIDG15 Index,DOEIG151 Index,DOEIG152 Index,DOEIG153 Index,DOEIG154 Index,DOEIG155 Index,DOEIDG52 Index,DOEIG521 Index,DOEIG522 Index,DOEIG523 Index,DOEIG524 Index,DOEIG525 Index,DOEIDIG2 Index,DOEIDG21 Index,DOEIDG22 Index,DOEIDG23 Index,DOEIDG24 Index,DOEIDG25 Index,DOEIRESD Index,DOEIRES1 Index,DOEIRES2 Index,DOEIRES3 Index,DOEIRES4 Index,DOEIRES5 Index,DOEIPPPR Index,DOEIPRP1 Index,DOEIPRP2 Index,DOEIPRP3 Index,DOEIPR45 Index,DOEIOTOI Index,DOEIOOP1 Index,DOEIOOP2 Index,DOEIOOP3 Index,DOEIOOP4 Index,DOEIOOP5 Index,DOEIKERO Index,DOEILRGS Index,DOEITRPR Index,DOEITRP1 Index,DOEITRP2 Index,DOEITRP3 Index,DOEITRP4 Index,DOEITRP5 Index,DOEIGISP Index,DOEIGIP1 Index,DOEIGIP2 Index,DOEIGIP3 Index,DOEIGIP4 Index,DOEIGIP5 Index
6/10/2011,140821,51188,26605,46012,4483,12533,42625,11913,7862,13207,746,8898,86.1,63.9,94.3,86.6,95.2,84.4,14869,1000,3494,7322,594,2460,15241,1010,3510,7486,594,2640,17698,1580,3721,8646,624,3128,79,854,8603,-16,1070033,215065,19745,37001,,205801,1040248,1766790,8638,8638,838,1060,5048,334,1358,0,0,1115,1031,0,76,0,8,183,171,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,171,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,171,0,11,0,0,932,860,0,65,0,8,195,195,0,0,0,0,78,70,0,0,0,8,122,122,0,0,0,0,537,473,0,65,0,0,0,0,0,0,0,0,86,7,0,0,0,80,125,125,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,261,205,11,45,0,0,82,50,27,0,5,732,66,20,584,0,62,0,13,2402,1483,58,705,3,152,11040,2321,1118,5753,337,1509
6/17/2011,141994,51669,27251,45593,4083,13397,42727,11735,7179,14072,663,9079,89.2,75.9,97.1,89.5,88.1,85.9,15278,1207,3591,7423,545,2511,15788,1200,3612,7741,550,2686,17698,1580,3721,8646,624,3128,79,854,9114,44,1068311,214601,19509,37646,,207621,1043343,1769874,9149,9149,1305,1374,4999,312,1160,0,0,867,747,3,77,0,40,136,74,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,74,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,74,0,61,0,0,732,672,3,16,0,40,172,172,0,0,0,0,21,14,0,0,0,7,145,145,0,0,0,0,393,341,3,16,0,33,0,0,0,0,0,0,72,52,0,0,0,20,122,122,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,405,300,12,72,0,22,57,22,31,0,4,940,170,22,691,0,56,0,54,2462,1414,68,840,3,139,11611,2719,1442,5839,314,1299
6/24/2011,142252,50604,28078,46245,3948,13377,43879,12675,7273,13275,618,10039,88.1,72.6,95.9,88.7,92.7,84.3,15247,1147,3552,7486,575,2488,15598,1147,3570,7667,579,2636,17698,1580,3721,8646,624,3128,79,854,8843,-182,1063936,213173,19484,38374,,209266,1043020,1769551,8878,8878,1018,1337,5119,265,1140,0,0,683,623,1,58,0,0,146,87,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,87,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,87,0,58,0,0,537,536,1,0,0,0,163,163,0,0,0,0,52,52,0,0,0,0,17,17,0,0,0,0,305,304,1,0,0,0,10,10,0,0,0,0,53,36,0,0,0,17,80,80,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,11,0,0,0,0,349,208,11,130,0,0,41,15,23,0,3,1020,131,22,765,0,102,0,100,2236,1103,57,953,2,120,11114,2110,1394,6072,267,1260
7/1/2011,142061,52588,27305,46024,3841,12303,43333,12314,7042,13744,580,9653,88.4,75.8,87.9,92.8,93.8,81.7,15315,1206,3247,7818,583,2461,15636,1198,3271,8026,585,2555,17698,1580,3721,8646,624,3128,79,854,9819,-295,1063063,212539,18553,37805,,211182,1043513,1770044,9854,9854,1070,1416,5812,341,1216,0,0,700,645,1,14,0,39,89,75,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,0,14,0,0,611,570,1,0,0,39,119,119,0,0,0,0,67,53,0,0,0,15,38,38,0,0,0,0,386,360,1,0,0,25,0,0,0,0,0,0,53,24,0,0,0,29,123,123,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,389,354,11,25,0,0,44,14,23,0,6,814,75,22,716,0,0,0,128,2123,1236,57,755,5,70,11977,2306,1473,6567,346,1285
7/8/2011,145028,53450,27808,46958,3601,13210,44415,12503,6566,14263,654,10430,88,80.8,87.9,89.9,86.6,86.7,15218,1295,3261,7573,537,2552,15607,1308,3272,7776,540,2711,17736,1618,3721,8646,624,3128,79,854,8965,-17,1059939,211699,18775,37984,,211957,1047827,1774358,9000,9000,955,1173,5267,257,1348,0,0,752,688,1,60,0,4,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,707,643,1,60,0,4,103,103,0,0,0,0,29,29,0,0,0,0,127,127,0,0,0,0,448,383,1,60,0,4,0,0,0,0,0,0,73,51,0,0,0,23,109,108,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,235,181,5,26,0,24,44,18,24,0,3,1188,254,18,860,0,57,0,26,2401,1299,47,946,2,109,11401,2254,1220,6213,259,1457
7/15/2011,148460,54908,29046,47388,3450,13667,45057,12692,6243,14631,667,10824,90.3,81.3,96.6,90.1,86.3,88.8,15621,1317,3583,7583,536,2602,16013,1316,3595,7786,538,2778,17736,1618,3721,8646,624,3128,62,778,9308,-97,1056212,212456,19145,37225,,213000,1051625,1778156,9343,9343,1126,1470,5148,356,1244,0,0,881,765,3,112,0,0,64,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,23,0,41,0,0,817,742,3,71,0,0,253,253,0,0,0,0,56,56,0,0,0,0,18,18,0,0,0,0,490,415,3,71,0,0,25,25,0,0,0,0,114,8,0,0,0,106,92,87,1,0,3,2,87,82,1,0,3,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,204,148,2,54,0,0,67,19,43,0,4,794,50,22,590,0,132,0,60,2177,1102,72,756,6,242,11520,2203,1542,5904,362,1485
7/22/2011,151845,57620,28894,47708,3324,14300,45028,12322,6406,14623,638,11039,88.3,79.6,95.6,87.3,89.2,86.9,15360,1286,3533,7378,553,2609,15660,1288,3555,7544,556,2717,17736,1618,3721,8646,624,3128,62,778,9805,-16,1056240,213478,18872,37453,,216155,1063055,1787318,9840,9840,1521,1359,5244,317,1400,0,0,662,587,2,50,0,22,163,150,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,150,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,150,0,13,0,0,498,437,2,37,0,22,183,183,0,0,0,0,50,42,0,0,0,8,66,66,0,0,0,0,199,145,2,37,0,14,0,0,0,0,0,0,80,70,0,0,0,10,161,154,2,0,4,1,145,137,2,0,4,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,275,252,4,20,0,0,64,14,43,0,7,1017,234,25,691,1,65,0,65,2258,1311,77,761,9,100,12098,2831,1437,6005,326,1500
7/29/2011,152254,57691,30257,46656,3251,14398,44992,13492,6183,13778,664,10875,89.3,80.2,96.9,88.5,87.8,87.3,15489,1298,3587,7503,550,2553,15829,1298,3605,7649,548,2730,17736,1618,3721,8646,624,3128,62,778,9099,-18,1052688,215179,18901,36197,,215807,1065611,1785372,9134,9134,1165,1328,4759,318,1564,0,0,845,798,1,17,0,30,78,63,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,63,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,63,0,14,0,1,767,734,1,3,0,28,256,256,0,0,0,0,57,49,0,0,0,8,165,165,0,0,0,0,290,265,1,3,0,21,9,9,0,0,0,0,108,50,0,0,0,59,205,196,2,0,6,0,162,153,2,0,6,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,209,188,4,16,0,0,66,21,39,0,5,814,49,20,632,1,111,0,148,2256,1311,67,665,10,202,11390,2467,1395,5425,328,1766
8/5/2011,151517,59677,28802,45069,3183,14786,44382,12282,6530,14317,612,10641,90,83,93.9,90.1,89,88.6,15624,1342,3470,7690,543,2579,15954,1342,3494,7791,555,2772,17736,1618,3721,8646,624,3128,62,778,9065,-247,1045073,213591,18153,36715,,215714,1057473,1774740,9100,9100,1700,1422,4241,326,1410,0,0,633,595,3,25,0,10,117,90,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,90,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,90,0,25,0,2,517,506,3,0,0,8,60,60,0,0,0,0,49,41,0,0,0,8,82,82,0,0,0,0,325,322,3,0,0,0,33,33,0,0,0,0,75,24,0,0,0,51,99,80,4,0,10,5,96,77,4,0,10,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,256,206,4,46,0,0,57,17,34,0,6,874,214,20,581,0,59,0,68,2027,1170,66,652,15,126,11127,2836,1489,4893,341,1536
8/12/2011,153966,61067,28675,46430,3037,14756,44269,12159,6275,14869,613,10353,89.1,80.4,90.8,90.2,88.4,88.5,15419,1299,3359,7630,543,2588,15798,1301,3379,7798,552,2769,17736,1618,3721,8646,624,3128,67,745,9250,-421,1043392,210081,17582,37397,,216303,1062019,1773372,9285,9285,1408,1250,5171,304,1153,0,0,677,568,3,96,0,10,116,23,0,92,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,23,0,92,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,23,0,92,0,2,561,546,3,5,0,8,206,206,0,0,0,0,70,62,0,0,0,8,22,22,0,0,0,0,263,255,3,5,0,0,0,0,0,0,0,0,18,17,0,0,0,1,97,73,3,0,18,2,63,39,3,0,18,2,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,300,168,4,50,0,78,61,19,34,0,8,807,113,23,614,0,57,0,29,1960,959,67,761,23,151,11245,2367,1317,5931,327,1303
8/19/2011,155697,61506,28274,48585,3167,14166,43346,11403,6583,14112,647,10601,90.3,81.8,90.6,93,91.5,86.9,15663,1321,3333,7912,567,2529,16022,1323,3371,8040,571,2717,17736,1618,3721,8646,624,3128,67,745,8773,-20,1036377,211436,18243,38068,,217333,1065994,1772545,8808,8808,1004,1396,4817,287,1304,0,0,894,820,3,46,0,24,177,129,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,129,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,129,0,46,0,2,717,692,3,0,0,22,237,237,0,0,0,0,75,67,0,0,0,8,94,94,0,0,0,0,311,293,3,0,0,14,35,35,0,0,0,0,18,7,0,0,0,11,161,138,5,0,14,5,111,88,5,0,14,5,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,310,253,6,20,0,31,63,19,39,0,5,880,67,38,774,0,0,0,66,2361,1339,90,840,17,74,11169,2308,1486,5658,304,1378
8/26/2011,156060,62596,27137,49918,3180,13230,43820,11208,7038,14199,649,10726,89.2,84,90.3,91.8,84.5,84.2,15444,1360,3343,7766,521,2454,15821,1359,3359,7941,527,2634,17736,1618,3721,8646,624,3128,67,745,9572,-467,1036932,208641,17893,38435,,216794,1070340,1772165,9607,9607,1593,1648,4632,308,1426,0,0,608,591,2,12,0,4,63,53,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,53,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,53,0,6,0,4,545,538,2,5,0,0,154,154,0,0,0,0,70,70,0,0,0,0,105,105,0,0,0,0,216,209,2,5,0,0,0,0,0,0,0,0,39,28,0,0,0,11,176,133,5,0,19,19,151,108,5,0,18,19,1,0,0,0,1,0,25,25,0,0,0,0,0,0,0,0,0,0,283,255,1,26,0,0,81,20,51,6,5,727,115,32,462,0,116,0,75,1914,1143,91,506,22,152,11521,2736,1739,5138,331,1578
9/2/2011,156769,62142,27796,51378,3060,12393,43915,11322,7327,14492,617,10157,89,58.3,91.5,94.2,89.6,87.1,15450,940,3389,7980,561,2580,15777,943,3405,8147,559,2723,17736,1618,3721,8646,624,3128,67,745,8530,-542,1028085,208840,17082,37631,,217067,1066011,1762950,8565,8537,824,1387,4705,359,1289,0,28,597,545,3,31,0,18,123,92,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,92,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,92,0,31,0,0,474,453,3,0,0,18,165,165,0,0,0,0,69,62,0,0,0,7,134,134,0,0,0,0,106,93,3,0,0,11,9,9,0,0,0,0,15,8,0,0,0,7,152,138,1,0,12,1,116,102,1,0,12,1,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,145,134,2,10,0,0,70,17,48,0,6,851,30,46,709,0,66,0,48,1839,879,99,750,16,95,10404,1694,1486,5455,376,1384
9/9/2011,158480,61126,28506,52136,3070,13642,43817,11517,8054,13360,715,10172,87,75.5,91.3,87.9,80.2,86.4,15024,1224,3376,7410,494,2521,15421,1222,3398,7598,500,2702,17736,1618,3721,8646,624,3128,67,745,8507,-450,1020381,210780,17156,35589,,216381,1061390,1757329,8542,8542,1076,1397,4590,276,1204,0,0,659,613,2,41,0,4,164,123,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,123,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,123,0,41,0,0,495,489,2,0,0,4,190,190,0,0,0,0,48,44,0,0,0,4,83,83,0,0,0,0,175,172,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,154,148,2,0,3,0,122,116,2,0,3,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,255,192,1,10,0,52,79,17,57,0,5,780,141,25,550,0,64,0,40,1931,1111,87,601,7,125,10473,2187,1483,5191,283,1329
9/16/2011,157606,61246,28707,52116,2702,12835,45063,11770,7946,14082,788,10477,88.3,79.1,95,89,74.9,85.6,15307,1277,3513,7550,468,2499,15653,1279,3535,7694,468,2678,17736,1618,3721,8646,624,3128,78,881,8315,-375,1013045,214075,17088,35295,,214546,1056138,1752077,8351,8351,895,1479,4542,271,1164,0,0,692,587,2,82,0,20,66,63,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,63,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,63,0,0,0,2,626,524,2,82,0,18,219,219,0,0,0,0,86,69,0,0,0,18,123,123,0,0,0,0,197,112,2,82,0,0,37,9,0,0,0,28,14,7,0,0,0,7,158,139,5,0,8,5,105,87,5,0,8,5,41,41,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,226,186,2,11,0,27,80,19,52,0,9,896,185,28,533,0,150,0,15,2104,1132,89,626,12,242,10455,2018,1568,5169,284,1378
9/23/2011,157678,62058,29585,51012,2533,12490,45581,11146,8202,15207,710,10315,87.8,75.4,95.2,88.2,79.8,86.2,15177,1220,3521,7421,477,2538,15577,1219,3541,7623,498,2696,17736,1618,3721,8646,624,3128,78,881,9666,-559,1014974,214866,17358,33750,,212770,1057250,1753203,9702,9702,1337,1545,5097,276,1448,0,0,541,521,1,5,0,15,31,24,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,0,5,0,2,510,497,1,0,0,12,187,187,0,0,0,0,68,61,0,0,0,7,11,11,0,0,0,0,245,239,1,0,0,5,17,17,0,0,0,0,55,26,0,4,0,25,150,141,4,0,1,5,130,121,4,0,1,5,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,342,243,2,96,0,0,113,59,42,0,11,702,121,18,439,0,125,0,49,1920,1129,67,543,6,175,11622,2448,1611,5640,283,1623
9/30/2011,156934,61534,29433,50786,2539,12643,46435,11891,8488,15036,655,10365,87.7,71,93.8,89.7,81.1,84.9,15104,1147,3472,7510,501,2474,15559,1148,3491,7757,506,2656,17736,1618,3721,8646,624,3128,78,881,8664,-363,1010295,213729,17342,33551,,212812,1052618,1748571,8700,8700,989,1551,4257,346,1556,0,0,505,397,2,85,0,21,79,33,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,46,0,0,426,364,2,39,0,21,156,156,0,0,0,0,59,52,0,0,0,7,14,14,0,0,0,0,197,142,2,39,0,14,0,0,0,0,0,0,7,5,0,0,0,2,208,198,6,0,3,0,146,136,6,0,3,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,333,312,0,20,0,0,142,73,52,5,12,921,158,18,616,0,130,0,51,2116,1143,78,726,11,157,10816,2132,1630,4984,357,1714
10/7/2011,154005,59955,27890,51522,2551,12086,46829,11992,8643,15220,688,10286,84.2,69.7,89.6,87.2,86.3,76.8,14541,1124,3305,7348,532,2232,14937,1128,3332,7537,539,2402,17736,1618,3721,8646,624,3128,78,881,9050,-523,1011531,209595,16875,33556,,216779,1051107,1747063,9086,9086,1219,1542,4868,308,1149,0,0,418,380,0,36,0,2,39,32,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,6,0,2,379,348,0,30,0,0,101,101,0,0,0,0,52,52,0,0,0,0,71,71,0,0,0,0,154,124,0,30,0,0,14,14,0,0,0,0,86,35,0,45,0,5,117,109,1,0,3,4,52,44,1,0,3,4,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,251,155,0,72,0,24,91,22,44,12,12,979,55,18,792,0,114,0,54,1956,770,64,958,10,154,11042,1975,1606,5825,318,1303
10/14/2011,149739,59003,27022,48479,2662,12574,46452,11803,8705,15240,729,9976,83.1,68.9,92.1,84.7,92.3,73.3,14407,1114,3405,7160,577,2150,14732,1114,3426,7324,576,2292,17736,1618,3721,8646,624,3128,78,912,7885,-1328,1006797,206271,17053,33095,,217800,1040185,1736136,7921,7921,672,1640,4467,281,862,0,0,458,409,4,46,0,0,84,38,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0,46,0,0,374,370,4,0,0,0,138,138,0,0,0,0,17,17,0,0,0,0,186,186,0,0,0,0,33,29,4,0,0,0,10,10,0,0,0,0,48,4,0,0,0,44,107,103,2,0,2,0,95,91,2,0,2,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,213,199,3,6,0,6,74,25,38,0,11,503,58,16,379,0,50,0,9,1413,807,62,431,8,106,9334,1469,1702,4898,288,967
10/21/2011,145464,58345,26652,45874,2514,12079,46525,12495,8865,14617,687,9861,84.8,68.1,90.5,87.4,91,78.2,14660,1101,3352,7370,565,2273,15042,1102,3367,7560,567,2445,17736,1618,3721,8646,624,3128,78,912,9337,-737,1011532,204918,17291,33934,,218061,1040885,1736836,9373,9373,1131,1399,5013,318,1512,0,0,675,640,1,17,0,17,44,38,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,0,4,0,2,632,603,1,12,0,15,110,110,0,0,0,0,42,33,0,0,0,9,117,117,0,0,0,0,362,342,1,12,0,7,0,0,0,0,0,0,45,33,0,0,0,13,147,133,0,9,0,5,84,69,0,9,0,5,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,279,270,5,4,0,0,82,24,47,0,11,776,129,16,574,0,56,0,75,2004,1230,70,604,5,96,11377,2361,1468,5617,323,1608
10/28/2011,141889,57872,25180,44676,2671,11489,45759,12589,9283,13819,610,9458,85.3,72.4,93,87.6,85.5,76.2,14693,1169,3371,7400,527,2226,15123,1171,3462,7573,534,2384,17736,1618,3721,8646,624,3128,78,912,8918,-449,1013358,206274,17200,36264,,217635,1042691,1738642,8954,8954,1167,1547,4990,253,998,0,0,781,730,3,48,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,752,701,3,48,0,0,153,153,0,0,0,0,48,48,0,0,0,0,204,204,0,0,0,0,348,297,3,48,0,0,23,14,0,0,0,9,32,11,0,0,0,21,122,122,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,388,226,2,33,0,127,87,24,38,9,16,859,168,20,671,0,0,39,14,2292,1295,63,760,8,165,11246,2408,1610,5750,261,1153
11/4/2011,135869,56367,24356,41448,2547,11151,44643,11010,8827,14672,670,9465,82.6,72.8,86.7,85.5,89.5,73.2,14335,1197,3208,7247,554,2128,14648,1178,3227,7396,558,2288,17736,1618,3721,8646,624,3128,78,912,8582,-722,1011770,204167,16430,36148,,213862,1027130,1723081,8618,8618,1261,1402,4414,354,1188,0,0,750,547,0,163,0,40,136,66,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,66,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,66,0,70,0,0,614,481,0,93,0,40,95,95,0,0,0,0,74,74,0,0,0,0,56,56,0,0,0,0,388,255,0,93,0,40,0,0,0,0,0,0,116,28,0,4,0,85,102,102,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,226,211,1,4,0,8,106,26,69,0,12,718,21,18,484,1,194,0,52,2019,935,89,655,8,332,10637,2196,1491,5068,362,1520
